timestamp,ip,latitude,longitude,distance
2023-11-29 03:10:47.939922,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:10:47.939922,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:10:47.939922,None,None,192.168.50.4:45000,None
2023-11-29 03:10:52.992997,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:10:52.992997,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:10:52.992997,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:10:58.046032,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:10:58.046032,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:10:58.046032,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:03.099248,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:03.099248,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:03.099248,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:08.144323,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:08.144323,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:08.144323,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:13.194702,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:13.194702,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:13.194702,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:18.255358,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:18.255358,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:18.255358,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:23.317079,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:23.317079,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:23.317079,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:28.358951,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:28.358951,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:28.358951,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:33.404703,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:33.404703,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:33.404703,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:38.455956,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:38.455956,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:38.455956,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:43.495194,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
2023-11-29 03:11:43.495194,192.168.50.3:45000,36.02368847297443,-0.0939284491479615,697732.5146695239
2023-11-29 03:11:43.495194,192.168.50.4:45000,47.286969271413284,6.787541348614891,716046.1688634449
2023-11-29 03:11:48.544769,192.168.50.2:45000,42.23078789832698,1.1732380434279417,None
